start_sec;end_sec;mark;text;duration
864,67921;866,54729;e qual é esse outro lado a que a senhora se refere?;e qual é esse outro lado a que a senhora se refere;1,8680799999999635
946,18585;958,81127;escuta Dona Ivone... passando assim mais agora para o campo de FILme... eu queria saber... qual o tipo de:: o que MAIS chama atenção da seNHOra... no que diz respeito a cinema?... não é?;escuta dona ivone passando assim mais agora para o campo de filme eu queria saber qual o tipo de o que mais chama atenção da senhora no que diz respeito a cinema não é;12,625420000000076
1197,9231;1198,92102;eu gostei do (drama);eu gostei do drama;0,9979200000000219
1303,9256;1304,08;é;é;0,15439999999989595
1310,73014;1320,90355;dona Ivone... além da participação do arTISta... no FILme... quais os outros elementos importantes::... na sua:: opiniÃO... para que o filme seja bem sucedido?;dona ivone além da participação do artista no filme quais os outros elementos importantes na sua opinião para que o filme seja bem sucedido;10,173410000000104
1321,19108;1322,46004;bem aceito pelo público?;bem aceito pelo público;1,268959999999879
1324,54944;1324,78892;hum;uh;0,23947999999995773
1329,72716;1330,4003;uhum;aham;0,6731400000001031
1344,18015;1350,03669;qual o:: tipo o filme que a senhora acha que é mais bem aceito pelo pú::blico na sua opinião... o que o público mais gosta?;qual o tipo o filme que a senhora acha que é mais bem aceito pelo público na sua opinião o que o público mais gosta;5,856539999999995
1350,87811;1351,86404;de que TIpo de filme?;de que tipo de filme;0,9859299999998257
1479,62501;1480,2696;demais;demais;0,6445900000001075
1490,10008;1504,63458;e dona Ivone... sem ser a participação:: do a/ sem ter a:: participação do artista principal na peça... quais os outros ou mesmo num::... num filme... quais os outros elementos importantes... na representação?;e dona ivone sem ser a participação do a sem ter a participação do artista principal na peça quais os outros ou mesmo num num filme quais os outros elementos importantes na representação;14,53449999999998
1510,50561;1510,89138;isso;isso;0,3857700000000932
1524,69978;1526,78003;na sua opinião o que é mais aceito pelo público?;na sua opinião o que é mais aceito pelo público;2,080249999999978
1526,78003;1527,96772;o cinema ou o teatro?;o cinema ou o teatro;1,1876900000002024
1528,22653;1528,7588;e por quê?;e por quê;0,5322700000001532
1578,05523;1580,22973;e isso só se deve ao fator monetário?;e isso só se deve ao fator monetário;2,17450000000008
1580,73834;1583,50432;ou:: a senhora:: restringe só ao fator monetário?;ou a senhora restringe só ao fator monetário;2,7659799999998995
1647,42307;1647,60362;uhum;aham;0,1805500000000393
1765,59391;1765,95672;uhum;aham;0,36280999999985397
1767,57004;1769,95282;Dona Ivone como é que a senhora descreveria um cinema?;dona ivone como é que a senhora descreveria um cinema;2,3827799999999115
1770,86962;1773,50595;com todos os elemen::tos assim que compõem o cinema?;com todos os elementos assim que compõem o cinema;2,6363300000000436
1780,28799;1780,64832;não;não;0,3603299999999763
1780,78516;1781,84791;o cinema em si;o cinema em si;1,062750000000051
1782,07141;1783,34854;o local cinema;o local cinema;1,2771299999999428
1787,66599;1790,19422;o interior do cinema do que que se compõe o cinema?;o interior do cinema do que que se compõe o cinema;2,5282300000001214
1790,19422;1797,11144;na hora que a senhora en::tra... antes de entrar:: o que que aconte::ce eu gostaria que a senhora me dissesse como se a senhora fosse entrar em um cinema tá?;na hora que a senhora entra antes de entrar o que que acontece eu gostaria que a senhora me dissesse como se a senhora fosse entrar em um cinema tá;6,917219999999816
1800,10633;1803,34302;a senhora chega no cinema a senhora vai para on::de? faz o quê::?;a senhora chega no cinema a senhora vai para onde faz o quê;3,236689999999953
1848,33901;1852,09812;não antes de entrar no cinema a senhora::... o que que acontece? o que que a senhora faz?;não antes de entrar no cinema a senhora o que que acontece o que que a senhora faz;3,7591100000001916
1855,15196;1855,29523;hum;uh;0,14327000000002954
2005,82406;2006,18032;uhum;aham;0,3562600000000202
2149,71766;2154,02128;dona Ivone e além de novela a senhora tem algum programa de televisão preferi::do ou não?;dona ivone e além de novela a senhora tem algum programa de televisão preferido ou não;4,303620000000137
99,52;102,31095;e o que a senhora considera uma boa peça teatral?;e o que a senhora considera uma boa peça teatral;2,7909500000000094
172,92051;173,68056;eu já sei;eu já sei;0,7600500000000068
220,53813;220,90011;uhum;aham;0,36198000000001684
221,27676;223,99957;e o que a senhora a senhora falou:: partici/ em:: bom artista;e o que a senhora a senhora falou partici em bom artista;2,7228100000000097
223,99957;224,2643;né?;né;0,2647299999999859
224,58933;227,99478;então eu gostaria que a senhora me dissesse o que que a senhora considera um bom artista;então eu gostaria que a senhora me dissesse o que que a senhora considera um bom artista;3,405450000000002
288,2506;288,52;uhum;aham;0,2693999999999619
314,95217;316,18653;qual manifestação;qual manifestação;1,234359999999981
316,48509;317,68392;que a senhora nota;que a senhora nota;1,1988299999999867
318,38433;319,39549;ahn::;ah;1,011160000000018
319,77304;321,14055;por parte do PÚblico;por parte do público;1,3675100000000384
321,83546;323,75022;depois de uma representação teatral?;depois de uma representação teatral;1,9147600000000011
401,46315;402,15391;para mim serviram;para mim serviram;0,6907600000000116
438,32419;438,64269;uhum;aham;0,31850000000002865
438,91568;440,06733;e essa peça aí que a senhora;e essa peça aí que a senhora;1,1516500000000178
441,13994;443,82623;que a senhora gostou MUIto mais vale um asno que me carregue e TAL;que a senhora gostou muito mais vale um asno que me carregue e tal;2,6862899999999854
444,38844;445,02161;eu éh::;eu eh;0,6331700000000069
445,02161;446,38646;por que que a senhora gostou dessa peça?;por que que a senhora gostou dessa peça;1,36484999999999
456,41799;457,1862;não gosta de drama?;não gosta de drama;0,7682100000000105
661,62546;662,7155;e além do diretor?;e além do diretor;1,0900400000000445
795,94456;796,38892;assisti;assisti;0,44435999999996056
862,78103;863,12;uhum;aham;0,33897000000001754
864,67754;866,54729;e qual é esse outro lado a que a senhora se refere?;e qual é esse outro lado a que a senhora se refere;1,8697499999999536
946,18585;947,10114;escuta Dona Ivone;escuta dona ivone;0,9152900000000272
947,42891;948,63833;passando assim mais agora;passando assim mais agora;1,2094200000000228
948,63833;949,25594;para o campo;para o campo;0,6176100000000133
949,25594;949,98626;de FILme;de filme;0,7303200000000061
950,96297;951,81714;eu queria saber;eu queria saber;0,8541699999999537
952,14491;953,40997;qual o tipo de::;qual o tipo de;1,2650600000000622
953,40997;955,01616;o que MAIS chama atenção;o que mais chama atenção;1,6061899999999696
955,01616;955,73414;da seNHOra;da senhora;0,7179800000000114
956,3165;957,72125;no que diz respeito a cinema?;no que diz respeito a cinema;1,4047500000000355
958,48575;958,81127;não é?;não é;0,32551999999998316
959,18587;960,12831;eu sei que a senhora já::;eu sei que a senhora já;0,9424400000000333
960,12831;961,7694;a senhora já disse que não gosta de drama;a senhora já disse que não gosta de drama;1,6410899999999629
961,7694;962,58522;gosta de comédia;gosta de comédia;0,8158200000000306
964,95943;965,81999;ENTÃO;então;0,860559999999964
966,17284;968,48647;agora eu gostaria de saber que tipo de FILme;agora eu gostaria de saber que tipo de filme;2,313630000000103
968,7304;969,81903;além da comédia;além da comédia;1,0886299999999665
969,81903;971,76935;quando a senhora quer assistir alguma coisa mais séria;quando a senhora quer assistir alguma coisa mais séria;1,9503200000000334
971,76935;972,67847;se É que a senhora;se é que a senhora;0,9091199999999162
972,90978;974,36529;às vezes GOSta de assistir;às vezes gosta de assistir;1,4555100000000039
974,60837;977,46114;alguma coisa com mais conteÚdo mais séria (que) não seja comédia e TAL;alguma coisa com mais conteúdo mais séria que não seja comédia e tal;2,852769999999964
977,87555;980,48977;gostaria de saber que tipo de filme a senhora mais aprecia;gostaria de saber que tipo de filme a senhora mais aprecia;2,6142200000000457
981,26605;981,50287;tá?;tá;0,23682000000007974
982,15368;983,29457;e:: o que mais;e o que mais;1,140890000000013
983,65134;984,74769;chama a atenção;chama a atenção;1,0963500000000295
984,74769;985,59502;da senhora;da senhora;0,8473299999999426
986,00932;987,00575;para ir ao cinema;para ir ao cinema;0,9964300000000321
989,66232;989,88896;né?;né;0,22663999999997486
990,50057;992,43984;então eu gostaria de saber quando a senhora vai ao cinema;então eu gostaria de saber quando a senhora vai ao cinema;1,939269999999965
993,2008;994,61355;o que que precisa conter o cinema;o que que precisa conter o cinema;1,4127500000000737
994,74685;996,15826;para leVAR a senhora até ele?;para levar a senhora até ele;1,4114100000000462
1104,95779;1105,44894;é isso;é isso;0,4911500000000615
1105,44894;1106,23589;o que mais chama atenção;o que mais chama atenção;0,7869499999999334
1106,23589;1106,50313;por exemplo;por exemplo;0,26724000000012893
1106,50313;1108,04837;quando a senhora olha para o filme assim;quando a senhora olha para o filme assim;1,5452399999999216
1108,7201;1111,18965;a não ser as ce::nas e o conteÚ::do;a não ser as cenas e o conteúdo;2,4695500000000266
1197,9231;1198,92102;eu gostei do (drama);eu gostei do drama;0,9979200000000219
1303,9256;1304,08;é;é;0,15439999999989595
1310,73014;1311,21497;dona Ivone;dona ivone;0,4848300000001018
1311,325;1313,32499;além da participação do arTISta;além da participação do artista;1,9999900000000252
1314,31879;1314,97837;no FILme;no filme;0,6595800000000054
1315,37319;1317,37179;quais os outros elementos importantes::;quais os outros elementos importantes;1,9985999999998967
1317,46888;1318,56272;na sua:: opiniÃO;na sua opinião;1,0938400000000001
1319,15111;1320,90355;para que o filme seja bem sucedido?;para que o filme seja bem sucedido;1,7524399999999787
1321,19108;1322,46004;bem aceito pelo público?;bem aceito pelo público;1,268959999999879
1324,54944;1324,78892;hum;uh;0,23947999999995773
1329,72716;1330,4003;uhum;aham;0,6731400000001031
1344,18015;1347,48382;qual o:: tipo o filme que a senhora acha que é mais bem aceito pelo pú::blico;qual o tipo o filme que a senhora acha que é mais bem aceito pelo público;3,303670000000011
1347,48382;1348,30207;na sua opinião;na sua opinião;0,8182500000000346
1348,78751;1350,03669;o que o público mais gosta?;o que o público mais gosta;1,2491799999997966
1350,87811;1351,86404;de que TIpo de filme?;de que tipo de filme;0,9859299999998257
1479,62501;1480,2696;demais;demais;0,6445900000001075
1490,10008;1490,73489;e dona Ivone;e dona ivone;0,6348100000000159
1492,12066;1494,17529;sem ser a participação:: do a/;sem ser a participação do a;2,054629999999861
1494,17529;1497,16865;sem ter a:: participação do artista principal na peça;sem ter a participação do artista principal na peça;2,993360000000166
1498,46982;1499,90581;quais os outros ou mesmo num::;quais os outros ou mesmo num;1,435989999999947
1500,12556;1500,71154;num filme;num filme;0,5859800000000632
1501,04849;1503,06898;quais os outros elementos importantes;quais os outros elementos importantes;2,020490000000109
1503,75751;1504,63458;na representação?;na representação;0,8770700000000033
1510,50561;1510,89138;isso;isso;0,3857700000000932
1524,69978;1526,78003;na sua opinião o que é mais aceito pelo público?;na sua opinião o que é mais aceito pelo público;2,080249999999978
1526,78003;1527,96772;o cinema ou o teatro?;o cinema ou o teatro;1,1876900000002024
1528,22653;1528,7588;e por quê?;e por quê;0,5322700000001532
1578,05523;1580,22973;e isso só se deve ao fator monetário?;e isso só se deve ao fator monetário;2,17450000000008
1580,73834;1583,50432;ou:: a senhora:: restringe só ao fator monetário?;ou a senhora restringe só ao fator monetário;2,7659799999998995
1647,42307;1647,60362;uhum;aham;0,1805500000000393
1648,41202;1649,97542;a senhora falou em divulgação;a senhora falou em divulgação;1,5634000000000015
1650,55862;1651,13686;que::;que;0,5782400000000507
1651,5798;1655,02414;talvez o teatro é menos aceito pelo público por falta de divulgação;talvez o teatro é menos aceito pelo público por falta de divulgação;3,444340000000011
1656,43563;1657,09634;agora;agora;0,6607100000001083
1657,43223;1657,70906;o que;o que;0,2768300000000181
1657,89731;1658,17045;qual a;qual a;0,27314000000001215
1658,26273;1659,54724;o que que a senhora a::cha;o que que a senhora acha;1,2845100000001821
1659,54724;1661,63992;qual a melhor técnica na sua opiniÃO;qual a melhor técnica na sua opinião;2,092679999999973
1661,98486;1664,92895;para poder se divulgar uma peça de tea::/ uma peça;para poder se divulgar uma peça de tea uma peça;2,94408999999996
1664,92895;1665,21905;né?;né;0,2900999999999385
1666,00652;1666,736;para que::;para que;0,7294800000001942
1667,39498;1670,22911;o público TOME conhecimento da existência dela?;o público tome conhecimento da existência dela;2,834129999999959
1765,59391;1765,95672;uhum;aham;0,36280999999985397
1767,57004;1767,99257;Dona Ivone;dona ivone;0,4225299999998242
1767,99257;1769,95282;como é que a senhora descreveria um cinema?;como é que a senhora descreveria um cinema;1,9602500000000873
1770,86962;1773,50595;com todos os elemen::tos assim que compõem o cinema?;com todos os elementos assim que compõem o cinema;2,6363300000000436
1780,28799;1780,64832;não;não;0,3603299999999763
1780,78516;1781,84791;o cinema em si;o cinema em si;1,062750000000051
1782,07141;1783,34854;o local cinema;o local cinema;1,2771299999999428
1787,66599;1788,83499;o interior do cinema;o interior do cinema;1,1690000000000964
1788,83499;1790,19422;do que que se compõe o cinema?;do que que se compõe o cinema;1,359230000000025
1790,19422;1791,69018;na hora que a senhora en::tra;na hora que a senhora entra;1,4959599999999682
1791,96385;1793,26057;antes de entrar::;antes de entrar;1,296719999999823
1793,26057;1794,30964;o que que aconte::ce;o que que acontece;1,0490700000000288
1794,30964;1796,77808;eu gostaria que a senhora me dissesse como se a senhora fosse entrar em um cinema;eu gostaria que a senhora me dissesse como se a senhora fosse entrar em um cinema;2,4684400000001006
1796,77808;1797,11144;tá?;tá;0,3333599999998569
1798,84751;1800,10633;o que que a senhora faz primeiro?;o que que a senhora faz primeiro;1,2588200000000143
1800,10633;1801,32723;a senhora chega no cinema;a senhora chega no cinema;1,2209000000000287
1801,32723;1802,42191;a senhora vai para on::de?;a senhora vai para onde;1,0946799999999257
1802,42191;1803,34302;faz o quê::?;faz o quê;0,9211099999999988
1848,33901;1848,5063;não;não;0,16729000000009364
1848,5063;1850,00393;antes de entrar no cinema a senhora::;antes de entrar no cinema a senhora;1,497630000000072
1850,4598;1851,14942;o que que acontece?;o que que acontece;0,6896199999998771
1851,14942;1852,09812;o que que a senhora faz?;o que que a senhora faz;0,9487000000001444
1855,15196;1855,29523;hum;uh;0,14327000000002954
2005,82406;2006,18032;uhum;aham;0,3562600000000202
2105,03226;2105,67487;e nem pagar;e nem pagar;0,6426099999998769
2105,67487;2105,7924;né?;né;0,11752999999998792
2149,71766;2150,14019;dona Ivone;dona ivone;0,42253000000027896
2150,14019;2153,63236;e além de novela a senhora tem algum programa de televisão preferi::do;e além de novela a senhora tem algum programa de televisão preferido;3,4921699999999873
2153,63236;2154,02128;ou não?;ou não;0,3889199999998709
7,35707;9,49589;eu::... quase não vou ao cinema teatro::;eu quase não vou ao cinema teatro;2,138819999999999
9,49589;10,78716;ah:: às vezes eu vou;ah às vezes eu vou;1,2912700000000008
11,35032;12,6676;MAIS a teatro do que a cinema;mais a teatro do que a cinema;1,3172800000000002
13,84585;15,27491;filme eu gosto mais de comédia;filme eu gosto mais de comédia;1,4290599999999998
15,92264;19,46157;não gosto muito de... filme... muito TRISte não é comigo não;não gosto muito de filme muito triste não é comigo não;3,538929999999999
20,57893;21,49161;eu tenho ido a teatro;eu tenho ido a teatro;0,9126800000000017
22,0213;27,31316;tem um grupinho que nós... éh::: um grupo assim::... da minha iDAde que vai sempre (ao) teatro;tem um grupinho que nós eh um grupo assim da minha idade que vai sempre ao teatro;5,29186
27,99538;30,92137;(então) é uma assistente sociAL mas ela é formidável sabe?;então é uma assistente social mas ela é formidável sabe;2,9259899999999988
31,57491;45,03613;éh irmã dela e:: e um professor da faculdade aí de São::... São Caetano do SUL... éh::... ele dá aula::... no Serviço Social... e ele:: nos convida de/... ( ) quase todo domingo a gente vai;eh irmã dela e e um professor da faculdade aí de são são caetano do sul eh ele dá aula no serviço social e ele nos convida de quase todo domingo a gente vai;13,46122
45,59066;47,02795;eu tenho ido:: bastante;eu tenho ido bastante;1,4372899999999973
47,70179;49,23494;prefiro ir a teatro do que a cinema;prefiro ir a teatro do que a cinema;1,5331499999999991
50,1437;51,13239;quando o filme não é bom né?;quando o filme não é bom né;0,9886899999999983
58,52197;60,34555;PEças? olha nem sei viu?;peças olha nem sei viu;1,8235799999999998
60,34555;65,06883;o que:: que falar agora sobre PEças... TOdas as peças que eu tenho assistido eu tenho gostado;o que que falar agora sobre peças todas as peças que eu tenho assistido eu tenho gostado;4,723280000000003
65,47808;72,67523;agora::... o que me chama muito atenção... ah:: é ROUpas... ah:: cenários;agora o que me chama muito atenção ah é roupas ah cenários;7,1971499999999935
72,99782;84,49148;eu acho que uma:: a última peça que eu assisti foi da::... (foi) lá defronte o SESC... no teatro do SESC foi a da::... olha não lembro qual foi a peça agora;eu acho que uma a última peça que eu assisti foi da foi lá defronte o sesc no teatro do sesc foi a da olha não lembro qual foi a peça agora;11,493659999999991
84,9981;86,22512;uma peça muito comentada;uma peça muito comentada;1,2270200000000102
87,40846;91,11782;assisti antes dessa Caiu o Ministério essa úl/ a última eu não lembro o nome;assisti antes dessa caiu o ministério essa úl a última eu não lembro o nome;3,7093599999999896
